Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-16 00:00:00-04:00,5310.06982421875,5325.490234375,5296.18994140625,5297.10009765625,3817470000,0.0,0.0
2024-05-17 00:00:00-04:00,5303.10009765625,5305.4501953125,5283.58984375,5303.27001953125,3578120000,0.0,0.0
2024-05-20 00:00:00-04:00,5305.35009765625,5325.31982421875,5302.39990234375,5308.1298828125,3420100000,0.0,0.0
2024-05-21 00:00:00-04:00,5298.68994140625,5324.31982421875,5297.8701171875,5321.41015625,3662240000,0.0,0.0
2024-05-22 00:00:00-04:00,5319.27978515625,5323.18017578125,5286.009765625,5307.009765625,3847130000,0.0,0.0
2024-05-23 00:00:00-04:00,5340.259765625,5341.8798828125,5256.93017578125,5267.83984375,3869520000,0.0,0.0
2024-05-24 00:00:00-04:00,5281.4501953125,5311.64990234375,5278.39013671875,5304.72021484375,3005510000,0.0,0.0
2024-05-28 00:00:00-04:00,5315.91015625,5315.91015625,5280.89013671875,5306.0400390625,3751540000,0.0,0.0
2024-05-29 00:00:00-04:00,5278.72998046875,5282.27001953125,5262.7001953125,5266.9501953125,3552750000,0.0,0.0
2024-05-30 00:00:00-04:00,5259.77001953125,5260.2099609375,5222.10009765625,5235.47998046875,3818750000,0.0,0.0
2024-05-31 00:00:00-04:00,5243.2099609375,5280.330078125,5191.68017578125,5277.509765625,5437160000,0.0,0.0
2024-06-03 00:00:00-04:00,5297.14990234375,5302.10986328125,5234.31982421875,5283.39990234375,4046920000,0.0,0.0
2024-06-04 00:00:00-04:00,5278.240234375,5298.7998046875,5257.6298828125,5291.33984375,3707900000,0.0,0.0
2024-06-05 00:00:00-04:00,5314.47998046875,5354.16015625,5297.64013671875,5354.02978515625,3591460000,0.0,0.0
2024-06-06 00:00:00-04:00,5357.7998046875,5362.35009765625,5335.35986328125,5352.9599609375,3609990000,0.0,0.0
2024-06-07 00:00:00-04:00,5343.81005859375,5375.080078125,5331.330078125,5346.990234375,3692760000,0.0,0.0
2024-06-10 00:00:00-04:00,5341.22021484375,5365.7900390625,5331.52001953125,5360.7900390625,3622280000,0.0,0.0
2024-06-11 00:00:00-04:00,5353.0,5375.9501953125,5327.25,5375.31982421875,3568030000,0.0,0.0
2024-06-12 00:00:00-04:00,5409.1298828125,5447.25,5409.1298828125,5421.02978515625,3962840000,0.0,0.0
2024-06-13 00:00:00-04:00,5441.93017578125,5441.93017578125,5402.509765625,5433.740234375,3530380000,0.0,0.0
2024-06-14 00:00:00-04:00,5424.080078125,5432.39013671875,5403.75,5431.60009765625,3438650000,0.0,0.0
2024-06-17 00:00:00-04:00,5431.10986328125,5488.5,5420.39990234375,5473.22998046875,3447840000,0.0,0.0
2024-06-18 00:00:00-04:00,5476.14990234375,5490.3798828125,5471.31982421875,5487.02978515625,3544330000,0.0,0.0
2024-06-20 00:00:00-04:00,5499.990234375,5505.52978515625,5455.56005859375,5473.169921875,3847060000,0.0,0.0
2024-06-21 00:00:00-04:00,5466.77001953125,5478.31005859375,5452.02978515625,5464.6201171875,6773800000,0.0,0.0
2024-06-24 00:00:00-04:00,5459.580078125,5490.66015625,5447.58984375,5447.8701171875,3696750000,0.0,0.0
2024-06-25 00:00:00-04:00,5460.72998046875,5472.8798828125,5446.56005859375,5469.2998046875,3591960000,0.0,0.0
2024-06-26 00:00:00-04:00,5460.7099609375,5483.14013671875,5451.8701171875,5477.89990234375,3563920000,0.0,0.0
2024-06-27 00:00:00-04:00,5473.58984375,5490.81005859375,5467.5400390625,5482.8701171875,3589530000,0.0,0.0
